track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Nocif,Hamza,spotify:track:4BZZTXcd5ROagKhynqj61X,0.8440000000000001,0.55,11,-7.903,0,0.0882,0.0318,0.00117,0.107,0.7879999999999999,121.971,229387,4
Ciao,Werenoi,spotify:track:0ma3NlsPqinnkehSwvXtSd,0.679,0.6459999999999999,2,-6.606,0,0.202,0.129,0.0,0.32299999999999995,0.546,147.969,216333,4
Room 69,Tayc,spotify:track:3dl81ypaK6k0y0RCszBKS4,0.569,0.5539999999999999,11,-6.731,0,0.106,0.2,0.0,0.154,0.623,123.927,189926,4
Jolie (feat. Ninho),GAULOIS,spotify:track:16FTTvpIgihyei3EBNw1jd,0.7170000000000001,0.6859999999999999,1,-6.388,0,0.0483,0.141,0.0,0.208,0.653,134.067,159573,4
Escorte,Werenoi,spotify:track:4cj9dhfsdN71e2gBgCP8Ho,0.787,0.5820000000000001,8,-6.99,1,0.227,0.208,1.34e-05,0.146,0.573,97.511,194627,3
Baby,Aya Nakamura,spotify:track:3xrZCGMyXIDqesVz4QwJOL,0.841,0.466,0,-8.386000000000001,1,0.203,0.065,0.0,0.0898,0.7440000000000001,110.056,162373,4
La Pegre,Maes,spotify:track:4wZLuEJNzXR0gnVR5gA7Yy,0.711,0.6829999999999999,11,-6.559,0,0.145,0.471,0.0,0.188,0.54,146.181,148987,4
Tout seul,Werenoi,spotify:track:1EN9pjOtIMBpJzpYKZFmAV,0.711,0.607,7,-7.427,0,0.221,0.304,9.15e-06,0.0929,0.453,132.995,166760,4
Lola,RK,spotify:track:43vjYTKZg8R5LsuITJ4wVu,0.6829999999999999,0.6890000000000001,4,-5.62,1,0.183,0.117,0.0,0.0688,0.413,73.039,146133,4
Secret,Louane,spotify:track:7dISpxgINJOQSuXUTEfB9x,0.643,0.276,5,-8.481,0,0.0596,0.901,0.0,0.114,0.213,149.503,191173,4
Velar,Maes,spotify:track:2MGSHTuIsRqGmYqjswWiBB,0.669,0.713,3,-5.699,0,0.136,0.544,0.0,0.131,0.774,100.018,161920,4
AMBER,Zola,spotify:track:5UPpgOKi0UQMMMSzWWgJJe,0.7070000000000001,0.778,6,-8.915,1,0.221,0.0853,0.00365,0.177,0.6679999999999999,140.988,182068,4
Calm Down (with Selena Gomez),Rema,spotify:track:0WtM2NBVQNNJLh6scP13H8,0.8009999999999999,0.8059999999999999,11,-5.206,1,0.0381,0.382,0.000669,0.114,0.802,106.999,239318,4
Creepin' (with The Weeknd & 21 Savage),Metro Boomin,spotify:track:2dHHgzDwk4BJdRwy9uXhTO,0.715,0.62,1,-6.005,0,0.0484,0.417,0.0,0.0822,0.172,97.95,221520,4
Laboratoire,Werenoi,spotify:track:24JrEVHDfohup0ypuOV7os,0.8009999999999999,0.604,5,-6.525,0,0.21,0.463,0.00378,0.111,0.534,125.024,162840,4
10.03.2023,Werenoi,spotify:track:2hfeuQkhID6cCWloWe6ugO,0.7909999999999999,0.635,5,-6.202000000000001,0,0.266,0.333,0.0,0.15,0.569,119.989,160000,4
Fetty Wap,Maes,spotify:track:4eCQd00uuhXtzgYRS4qW5C,0.916,0.619,9,-4.893,1,0.311,0.294,2e-06,0.0869,0.564,129.975,164347,4
THE LONELIEST,Maneskin,spotify:track:1Ame8XTX6QHY0l0ahqUhgv,0.519,0.595,2,-5.001,1,0.0283,0.00151,0.0,0.0762,0.237,129.786,247067,4
Galactic,Maes,spotify:track:6t5eToKchEStEhi3TiM2aD,0.778,0.695,8,-7.322999999999999,0,0.0703,0.32,0.00267,0.353,0.8690000000000001,146.04399999999995,134920,4
Tiki Taka,Vacra,spotify:track:6pIciAIov7TP5Zj4PTN9rc,0.836,0.879,7,-5.187,0,0.0433,0.416,0.349,0.108,0.7290000000000001,112.035,174830,4
Figaro,Werenoi,spotify:track:3Xi7WozdjzIWgwhKxbYFzO,0.608,0.581,7,-6.0779999999999985,0,0.222,0.481,0.0,0.135,0.377,166.377,176947,1
Grisaille,Werenoi,spotify:track:7JBtwQ2CFFdr6sWMVcn483,0.767,0.701,9,-5.975,0,0.115,0.452,1.36e-05,0.0707,0.706,96.732,209933,3
I’m Good (Blue),David Guetta,spotify:track:6HtqNA3x84AKA1sjMHxAA5,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,175238,4
B22,Maes,spotify:track:19f3WsiGZq0nG0bboLa7th,0.737,0.852,7,-5.483,0,0.0457,0.339,0.0,0.141,0.655,114.03,196653,4
Bolide allemand,SDM,spotify:track:0EzNyXyU7gHzj2TN8qYThj,0.718,0.643,4,-7.473,0,0.16,0.441,0.0,0.113,0.645,131.825,176747,4
Intro Rolex,Werenoi,spotify:track:2KFl9xoYffOYuIdVtgr4Sm,0.785,0.5720000000000001,7,-9.833,1,0.11,0.132,0.0,0.103,0.232,82.491,167107,3
Maison hantee,Werenoi,spotify:track:3JcY9Wcv0B2aaxL0E1EyQE,0.578,0.823,7,-5.574,0,0.0625,0.171,0.0,0.123,0.5770000000000001,113.037,225137,4
Malembe,Maes,spotify:track:0dAdLqKqFPmOzkPiTA4V2K,0.665,0.807,0,-6.402,0,0.4920000000000001,0.231,0.00032,0.0887,0.693,200.012,194253,4
Vroum Vroum,Werenoi,spotify:track:6FmI6qPWS2dJju6WQodG7T,0.853,0.5710000000000001,1,-6.082000000000002,0,0.0498,0.0231,0.00601,0.071,0.154,118.021,184680,4
Free YSL,Hamza,spotify:track:0cFS3AMF9Lhj3CNoFvwjvY,0.907,0.5770000000000001,0,-8.146,0,0.0574,0.0634,1.03e-05,0.158,0.459,125.981,186253,4
DIE,Gazo,spotify:track:3D29kjUyWxsT3jUUTtARVQ,0.695,0.63,8,-7.16,0,0.035,0.229,0.0,0.118,0.55,130.968,240413,4
Opaque,Maes,spotify:track:0xiMdJVrFh8Al0dRowFu76,0.8759999999999999,0.532,2,-7.247999999999998,1,0.235,0.235,0.0,0.132,0.7509999999999999,127.985,214947,4
Maybach,Landy,spotify:track:1roybe6TpPG0elVCDUhPdg,0.51,0.467,10,-7.03,1,0.256,0.518,0.0,0.0719,0.451,189.017,188573,3
Sadio (feat. Offset),Hamza,spotify:track:5eGid3rXirJcCoROMnTqg0,0.769,0.5589999999999999,0,-9.111,1,0.467,0.0708,0.0,0.0937,0.5589999999999999,151.938,162480,4
Die For You,The Weeknd,spotify:track:2LBqCSwhJGcFQeTHMVGwy3,0.586,0.525,1,-7.1629999999999985,0,0.0615,0.111,0.0,0.134,0.508,133.629,260253,4
Another Love,Tom Odell,spotify:track:3JvKfv6T31zO0ini8iNItO,0.445,0.537,4,-8.532,0,0.04,0.695,1.65e-05,0.0944,0.131,122.769,244360,4
Decrescendo,Lomepal,spotify:track:4otT81iBBpaf36roGtzT4a,0.6809999999999999,0.459,0,-7.178,0,0.0398,0.595,0.0,0.0828,0.33,83.47,218587,4
Meuda,Tiakola,spotify:track:4wNyrbY6B2Okii8VeKo2B2,0.7240000000000001,0.593,9,-6.497999999999998,1,0.0766,0.508,0.0,0.196,0.624,141.901,152547,4
Rush,Ayra Starr,spotify:track:1xs8bOvm3IzEYmcLJVOc34,0.792,0.503,1,-8.044,1,0.0626,0.0369,0.00057,0.0959,0.381,99.97,185093,4
Pas la,Djadja & Dinaz,spotify:track:2gH0sY8ATBTt01imXPZJdH,0.7859999999999999,0.643,2,-5.42,0,0.0316,0.622,5.710000000000001e-05,0.135,0.755,125.045,147000,4
Mr. Ocho,SDM,spotify:track:1xLCwgQcF6bKncTJmRGGws,0.762,0.59,0,-7.039,0,0.165,0.34,0.0,0.0765,0.738,122.105,226653,4
Le Moine,Maes,spotify:track:3mXiiDURmE5ieq3P6os0AT,0.591,0.627,8,-8.472000000000001,1,0.34700000000000003,0.5539999999999999,2.34e-05,0.114,0.5660000000000001,139.702,207560,4
Virus,Werenoi,spotify:track:4HyukTxrcVTDqFg1ECzjBp,0.764,0.677,4,-6.945,0,0.156,0.0501,0.000615,0.316,0.389,90.04299999999998,150587,4
Nos labels c'est du papel,Werenoi,spotify:track:2RFopFdBW1r2vzEGkdlh7M,0.532,0.85,1,-5.968,1,0.252,0.174,4.89e-05,0.114,0.742,184.493,157387,3
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,spotify:track:38T0tPVZHcPZyhtOcCP7pF,0.637,0.715,2,-4.971,0,0.0455,0.14800000000000002,0.0,0.0892,0.308,141.872,210576,4
Decembre,PLK,spotify:track:5yzH31eVQS7ctEcvYIwdTk,0.536,0.721,5,-6.407,0,0.332,0.263,0.0,0.257,0.473,88.07700000000001,141333,4
La Force Tranquille,Djadja & Dinaz,spotify:track:3qqCJBsk3i4emDYMzTwNub,0.6579999999999999,0.642,3,-6.131,0,0.159,0.294,1.41e-05,0.194,0.4970000000000001,170.101,244040,4
SNAP,Rosa Linn,spotify:track:76OGwb5RA9h4FxQPT33ekc,0.565,0.636,0,-8.198,1,0.0638,0.107,9.9e-06,0.447,0.525,170.01,179551,4
People,Libianca,spotify:track:26b3oVLrRUaaybJulow9kz,0.573,0.422,10,-7.621,0,0.0678,0.551,1.31e-05,0.102,0.693,124.357,184791,5
Frank Lucas,Maes,spotify:track:70IdN2Bm2IXU7xReA44AOD,0.79,0.7390000000000001,11,-5.6960000000000015,0,0.17800000000000002,0.281,1.08e-06,0.0923,0.461,101.999,232147,4
La kiffance,Naps,spotify:track:1bwhDrXcAtqePp8mNJ0pTe,0.805,0.637,6,-6.515,1,0.0869,0.228,0.0,0.071,0.6779999999999999,140.045,179427,4
TDB,OBOY,spotify:track:5YoDQgB4j7oBHWXH3DcwFD,0.882,0.675,3,-6.004,1,0.141,0.0474,0.000598,0.124,0.758,140.092,154280,4
Daddy chocolat,Koba LaD,spotify:track:4IbDTrLxImTJfZePAX2nKB,0.721,0.523,7,-8.399,1,0.147,0.0693,0.0,0.281,0.757,141.034,191985,4
Petrouchka (feat. PLK),Soso Maness,spotify:track:03y045SZqaC94yfXl1cU4E,0.624,0.802,6,-4.8180000000000005,1,0.311,0.0597,0.0,0.252,0.818,133.888,189933,4
Bad Habits,Ed Sheeran,spotify:track:3rmo8F54jFF8OgYsqTxm5d,0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,230747,4
Never Going Home,Kungs,spotify:track:6ju5Ntn5pYksvkKxVkjEPK,0.8390000000000001,0.8420000000000001,0,-4.702,1,0.0391,0.0868,0.0897,0.0562,0.96,122.027,169947,4
STAY (with Justin Bieber),The Kid LAROI,spotify:track:5HCyWlXZPP0y6Gqq8TgA20,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,141806,4
Love Tonight (David Guetta Remix Edit),Shouse,spotify:track:2prnn41CblB8B4yWACDljP,0.621,0.989,10,-4.225,0,0.0434,0.015,0.35700000000000004,0.184,0.0348,126.002,158095,4
Ani Kuni - Edit,Polo & Pan,spotify:track:7FOQQJNvfC7x8yO6DQBSFO,0.7040000000000001,0.669,0,-5.691,1,0.0309,0.0862,0.348,0.108,0.305,121.005,169267,4
"Pic et pic, alcool et drame - Live au Velodrome, Marseille",Jul,spotify:track:0dfNiZ3Z0t2PugwQTFQv14,0.348,0.932,7,-6.843,0,0.355,0.747,7.509999999999998e-05,0.43,0.174,127.957,290440,4
Mon soleil,Dadju,spotify:track:45EsHnie8eepXXtaTgHnRT,0.6559999999999999,0.718,2,-6.482,0,0.202,0.129,0.0,0.0726,0.665,176.27,190758,4
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,spotify:track:27NovPIUIRrOZoCHxABJwK,0.736,0.7040000000000001,3,-7.409,0,0.0615,0.0203,0.0,0.0501,0.894,149.995,212000,4
Beggin',Maneskin,spotify:track:3Wrjm47oTz2sjIgck11l5e,0.7140000000000001,0.8,11,-4.808,0,0.0504,0.127,0.0,0.359,0.589,134.002,211560,4
MONTERO (Call Me By Your Name),Lil Nas X,spotify:track:1SC5rEoYDGUK4NfG82494W,0.593,0.503,8,-6.725,0,0.22,0.293,0.0,0.405,0.71,178.78099999999995,137704,4
Save Your Tears,The Weeknd,spotify:track:5QO79kh1waicV47BqGRL3g,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.5429999999999999,0.644,118.051,215627,4
La Selecao,Alonzo,spotify:track:2vd2HEhrkafOi2uveHjzzh,0.825,0.878,9,-5.485,0,0.18600000000000005,0.128,8.94e-05,0.0963,0.847,126.994,197520,4
Bande organisee,Kofs,spotify:track:205HNJ73cgpC0LAOnuQiWT,0.901,0.939,6,-2.762,1,0.274,0.117,0.0,0.0643,0.805,142.94799999999995,356347,4
Iko Iko (My Bestie),Justin Wellington,spotify:track:7MC4XR9M9amdmKQr2iDF7i,0.862,0.753,5,-5.356,1,0.0625,0.131,2.01e-06,0.077,0.8270000000000001,105.039,182857,4
OLA OLA OLA,No Limit,spotify:track:5zaiTkMn6VsJDJIOtxVa0b,0.939,0.7190000000000001,7,-4.03,0,0.165,0.139,0.0,0.115,0.682,130.129,145867,4
Alors la zone,Jul,spotify:track:3JuVcIgT9s0uvbmuQCyClB,0.85,0.809,0,-5.857,0,0.135,0.324,0.0,0.17,0.708,124.982,206027,4
Afro Trap Part. 11 (King Kong),MHD,spotify:track:1ZSdPeVhNy8VuSiXM3pXhv,0.89,0.7440000000000001,11,-8.145,0,0.365,0.0662,0.0,0.0648,0.636,123.935,154253,4
Millions,No Limit,spotify:track:70jyIxNr3R5k3bofVYX9GS,0.755,0.4970000000000001,9,-8.838,0,0.359,0.482,0.0,0.0796,0.481,141.126,197773,4
Levitating (feat. DaBaby),Dua Lipa,spotify:track:5nujrmhLynf4yMoMtj8AQF,0.7020000000000001,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064,4
Le temps,Tayc,spotify:track:6yIh43XrY4Mc5xOxeagVhp,0.5770000000000001,0.595,6,-6.084,1,0.173,0.108,0.000101,0.0759,0.633,201.892,197241,4
Kiss Me More (feat. SZA),Doja Cat,spotify:track:3DarAbFujv6eYNliUTyqtz,0.764,0.705,8,-3.463,1,0.0284,0.259,8.92e-05,0.12,0.7809999999999999,110.97,208667,4
Ete 90,Therapie TAXI,spotify:track:1p9dxTMtG4gZpLp7yzvT54,0.649,0.618,9,-7.691,1,0.0779,0.0215,1.16e-06,0.0911,0.381,92.02,192613,4
Pololo,MHD,spotify:track:2gmTz7pHMqAk6fpOc88qxA,0.773,0.7759999999999999,1,-8.692,0,0.0622,0.316,7.15e-05,0.0571,0.895,106.022,195019,4
Mona Lisa,Booba,spotify:track:5LYRIyhmlrDAQsYdHEvP0f,0.784,0.529,11,-7.681,0,0.0742,0.6829999999999999,0.0,0.118,0.246,134.041,187362,4
Bebeto,Kendji Girac,spotify:track:1fDFx7MpMpxNeHj0uQ4395,0.851,0.7120000000000001,8,-6.135,0,0.154,0.462,1.03e-05,0.133,0.8909999999999999,110.965,205400,4
Le reste,Clara Luciani,spotify:track:73oVDoxJHbqOIkZ0C9ir31,0.618,0.741,0,-6.299,1,0.0493,0.345,0.0,0.7190000000000001,0.738,112.955,218133,4
Bimbo,Marwa Loud,spotify:track:77mFfoYPNX9Fj53YYT1nwk,0.976,0.578,2,-5.892,1,0.115,0.0939,0.0,0.119,0.8029999999999999,113.03,163520,4
Dinero,Trinidad Cardona,spotify:track:3ggtU1ZOKO8ZNiqPNyXGcm,0.708,0.782,2,-4.687,1,0.0674,0.00772,0.0,0.107,0.484,119.997,160880,4
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,spotify:track:4iJyoBOLtHqaGxP12qzhQI,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,198082,4
R9R-LINE (feat. Damso),Laylow,spotify:track:4QoZVMhE66MDCd0igG0hd6,0.7759999999999999,0.737,5,-6.462999999999999,0,0.293,0.221,0.0,0.182,0.733,123.998,159600,4
HAINE&SEX,Gazo,spotify:track:6Vcxzw4ifKqYxVrp3ckpVF,0.774,0.583,0,-8.649,1,0.16899999999999998,0.422,1.55e-05,0.145,0.32299999999999995,148.018,201427,4
Bobo,Aya Nakamura,spotify:track:6wL9pSXJ4roDSEoBpYyQy7,0.877,0.35600000000000004,9,-8.749,0,0.188,0.248,0.00027400000000000005,0.2,0.536,109.932,187873,5
La danse des bandits,Naps,spotify:track:3bGGvbwbhq9kIMhHaXBdYL,0.83,0.6759999999999999,0,-5.275,0,0.0681,0.185,1.28e-05,0.105,0.5760000000000001,135.023,174053,4
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Riton,spotify:track:4cG7HUWYHBV6R6tHn1gxrl,0.8240000000000001,0.862,2,-3.424,1,0.126,0.0076,0.000132,0.303,0.8009999999999999,122.98,169153,4
Follow You,Imagine Dragons,spotify:track:7FdUvDkaE24o3FPIWTvzv2,0.542,0.732,9,-5.956,1,0.0521,0.00209,7.92e-05,0.496,0.489,124.912,175644,4
Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,spotify:track:5zFglKYiknIxks8geR8rcL,0.713,0.6759999999999999,10,-5.483,1,0.027000000000000003,0.0377,0.0,0.154,0.721,99.048,227395,4
Mozart Capitaine Jackson (Episode 2),Leto,spotify:track:0uQwS44mtx629xnBcLkCvk,0.848,0.752,11,-5.402,0,0.332,0.252,0.0,0.21600000000000005,0.8370000000000001,145.053,200500,4
Fever,Dua Lipa,spotify:track:3F1P0QzdXtBz0MXy7KIO5w,0.868,0.693,6,-7.0520000000000005,0,0.181,0.0597,0.00399,0.106,0.396,114.999,156911,4
Vroum Vroum,Moha K,spotify:track:1TmuaS1lnCUf7yCLk2hwDT,0.7859999999999999,0.654,11,-5.082,0,0.0379,0.471,1.55e-06,0.125,0.574,116.952,186987,4
Jolie madame (feat. Ronisia),Joe Dwet File,spotify:track:6gblTHN7eKFPvm4XxnYhl8,0.7559999999999999,0.563,1,-6.44,1,0.0826,0.276,1.02e-06,0.138,0.88,159.985,184067,4
Mon poto - Extrait de la BO de « En Passant Pecho »,Kore,spotify:track:5qFOdxS3v8Dny9T4p2CUIy,0.743,0.622,4,-5.332000000000002,0,0.136,0.904,1.66e-05,0.14300000000000002,0.317,140.054,183133,4
Mode Akimbo (feat. Jul),SCH,spotify:track:7qezIDRM0E3WTW1lWxItug,0.875,0.848,11,-5.859,0,0.158,0.0717,0.0006129999999999999,0.0828,0.5770000000000001,122.983,217107,4
Love Again,Dua Lipa,spotify:track:4rPkN1FMzQyFNP9cLUGIIB,0.659,0.667,11,-4.668,0,0.0339,0.00173,2.85e-05,0.1,0.468,115.982,258004,4
Autre part,DA Uzi,spotify:track:3k0uHj27L59aqIO75Qfrwg,0.716,0.68,8,-5.9460000000000015,0,0.122,0.575,0.0,0.188,0.477,98.063,172680,4
Le dire (feat. Maes),DA Uzi,spotify:track:1WxduRqYnmTCTsq0Vd4Npw,0.804,0.7190000000000001,10,-4.9030000000000005,0,0.147,0.527,0.0,0.107,0.8,145.085,202973,4
Architecte,DA Uzi,spotify:track:7F1UL5jpAzy7syaSA1d6Ae,0.8440000000000001,0.653,9,-7.971,0,0.179,0.433,0.0,0.201,0.4,118.178,186173,4
La puerta,Ninho,spotify:track:2aq6YcaIYpHjJFz1WHyHQ6,0.441,0.863,5,-5.096,1,0.407,0.163,0.0,0.122,0.171,66.89699999999999,246786,4
Never Seen the Rain,Tones And I,spotify:track:5zLnA9bO6QXc4AAvCriJfO,0.742,0.464,6,-5.624,0,0.0318,0.425,0.0,0.284,0.281,92.107,200742,4
Before You Go,Lewis Capaldi,spotify:track:2gMXnyrvIjhVBUZwvLZDMP,0.459,0.575,3,-4.8580000000000005,1,0.0573,0.604,0.0,0.0885,0.183,111.881,215107,4
Every day (feat. Griff),Ninho,spotify:track:0LZoeKqRtI12E1LP5s4Zko,0.735,0.7559999999999999,8,-6.176,1,0.0592,0.23,5.6e-06,0.202,0.386,93.0,190028,4
Dans l'espace (feat. Heuss l'Enfoire),Gambi,spotify:track:2KAkkba3PaYFegfmYpUITv,0.916,0.57,1,-6.278,1,0.18,0.0286,1.96e-06,0.0851,0.7,110.05,169702,4
Style Haussmannien,DA Uzi,spotify:track:459OkNURvD8GPrMdEEmkSW,0.6990000000000001,0.518,9,-7.18,1,0.262,0.35600000000000004,0.0,0.0944,0.293,86.59299999999998,193987,5
SPECIAL (feat. Nekfeu & Foushee),Laylow,spotify:track:11HLDMuPD3wh88XHw4udKO,0.674,0.52,10,-9.464,0,0.146,0.187,2.48e-06,0.259,0.407,70.572,231587,4
RS4,Benab,spotify:track:19dD5F9Mu5DvraJr0f5eho,0.862,0.794,3,-4.03,0,0.139,0.0791,0.0,0.0781,0.68,126.041,226253,4
ONGBAK 2,1PLIKE140,spotify:track:1VOn2rRxe7JBweoK4SINHe,0.87,0.415,10,-10.225,0,0.307,0.105,1.36e-05,0.349,0.439,132.043,151029,4
Binks to Binks 6,Ninho,spotify:track:2pIqwjENVFugPadyraJ6Xi,0.617,0.691,8,-5.18,0,0.418,0.627,0.0,0.117,0.34600000000000003,104.711,246984,3
Solo,Lacrim,spotify:track:6z98rQO7KJLzFAkFflWsjf,0.7040000000000001,0.846,11,-5.306,0,0.191,0.387,1.98e-06,0.361,0.884,173.10299999999995,173027,4
Sweet but Psycho,Ava Max,spotify:track:7DnAm9FOTWE3cUvso43HhI,0.72,0.706,1,-4.7189999999999985,1,0.0473,0.0684,0.0,0.166,0.62,133.002,187436,4
Tiago,Kendji Girac,spotify:track:63eflEIBAF5VmO5AdVuZF7,0.55,0.5429999999999999,8,-7.933,0,0.108,0.7509999999999999,0.0,0.0536,0.65,123.106,178787,4
Jon Snow,Lacrim,spotify:track:5WdsbWV7VXCLJWzGeh6qIV,0.88,0.765,6,-7.667000000000002,0,0.334,0.0607,1.65e-06,0.101,0.529,106.924,198747,4
Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,spotify:track:2LskIZrCeLxRvCiGP8gxlh,0.703,0.723,9,-5.45,0,0.0412,0.0302,2.06e-06,0.126,0.28800000000000003,104.969,198903,4
Paradise (feat. Benjamin Ingrosso),Ofenbach,spotify:track:50SEeQXOJgaXPv2S0v7ded,0.759,0.804,11,-4.988,0,0.0319,0.0549,0.0,0.0782,0.96,121.94,154547,4
La thune,Angele,spotify:track:3iBOe7U7kRPNIoL3QLCVu2,0.7020000000000001,0.593,11,-8.339,1,0.0532,0.526,1.09e-05,0.112,0.522,145.039,201907,4
High Hopes,Panic! At The Disco,spotify:track:1rqqCSm0Qe4I9rUvWncaom,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.6809999999999999,82.014,190947,4
Be Alright,Dean Lewis,spotify:track:5qrSlOut2rNAWv3ubArkNy,0.551,0.537,11,-7.595,1,0.034,0.705,0.0,0.0802,0.493,126.421,196493,4
Centre commercial (feat. Heuss L'enfoire),Ninho,spotify:track:3gciswrAk0wm7foPSYh1Ir,0.7909999999999999,0.711,2,-6.231,0,0.242,0.5760000000000001,0.0,0.109,0.628,124.899,157977,4
Le jeu (feat. Yaro),Ninho,spotify:track:5SF0xeGcB5S3D51wQS8h3p,0.484,0.7959999999999999,5,-5.098,0,0.174,0.211,3.2e-06,0.0727,0.401,201.012,202981,3
Filon,Ninho,spotify:track:5WIWvFhxN681bGzkJm2a9G,0.6940000000000001,0.593,1,-6.004,0,0.241,0.542,0.0,0.196,0.404,171.72,183240,4
Gros vendeurs,Ninho,spotify:track:7KJxMmmzeMSJaxn0sUlziB,0.5720000000000001,0.757,9,-6.557,0,0.12,0.107,0.0,0.189,0.359,142.187,230464,4
M.I.L.S 3,Ninho,spotify:track:09dPdmmwqmP4JIZHVpGXtG,0.687,0.84,2,-4.9,1,0.22,0.0283,1.38e-06,0.08199999999999999,0.408,195.046,183405,3
En chien,Ninho,spotify:track:3GQGnjNlmDK37mM2jxgU9v,0.7040000000000001,0.653,8,-6.642,0,0.0679,0.287,0.0,0.282,0.66,141.97799999999995,180427,4
Mauvais Djo,Ninho,spotify:track:5doczPGACY2kxC1pMin9jn,0.745,0.562,3,-7.0,0,0.4270000000000001,0.7390000000000001,0.0,0.203,0.5870000000000001,134.879,218139,4
Intro,Ninho,spotify:track:2ta51fqNMzcUFhTxrNJofr,0.779,0.746,1,-5.765,1,0.211,0.0969,0.0,0.138,0.277,135.025,163556,4
Tu sais qu'on est gang (feat. Hos Copperfield),Ninho,spotify:track:1fuCRk49IXlYE05W3Zmnnd,0.784,0.7609999999999999,0,-5.4510000000000005,0,0.278,0.116,0.0,0.136,0.555,90.02600000000002,226685,3
Bali,Ninho,spotify:track:5hQHlI9GDljIwxubV17Z5u,0.826,0.821,2,-5.733,1,0.277,0.189,0.0,0.28800000000000003,0.556,104.977,215367,3
Millesimes,Ninho,spotify:track:2AngETnHS6rcjtTg9Rn7pf,0.608,0.754,1,-5.7970000000000015,1,0.336,0.154,0.0,0.255,0.4,184.467,222629,3
Calumet,Hornet La Frappe,spotify:track:5gwi45eKqZMuOi8ZkvXQC9,0.785,0.573,1,-7.521,0,0.16899999999999998,0.353,0.0,0.112,0.392,117.923,181280,4
CAVALIERO,Booba,spotify:track:6hluRlFf8XucT5KaELb7SF,0.902,0.605,1,-7.67,0,0.373,0.107,2.64e-06,0.126,0.561,147.977,138506,4
Carre VIP,Naps,spotify:track:1caMoxlA0lk9jDCLCXLEoe,0.825,0.836,9,-4.155,0,0.14400000000000002,0.21,0.0,0.0769,0.794,126.97,202693,4
Ailleurs (feat. Maes),Timal,spotify:track:5rTFwZ5ECdJTcMtm0O8mYS,0.623,0.81,6,-5.336,0,0.0442,0.423,0.0,0.105,0.674,101.931,174067,4
A l'ammoniaque,PNL,spotify:track:1gVnckXtTdCoLwtiPPqlQS,0.5920000000000001,0.371,9,-9.965,0,0.0437,0.4,0.000367,0.0953,0.197,127.966,316546,4
Toto et Ninetta,Jul,spotify:track:4DMSNaJcSirQN31BSf2BeZ,0.8009999999999999,0.6679999999999999,0,-4.4289999999999985,1,0.0491,0.603,0.0,0.11,0.884,112.035,211667,4
Habitue,Dosseh,spotify:track:76HlSm9QxyXxpks5HTYS0F,0.47,0.292,4,-11.395,0,0.0911,0.5920000000000001,0.0,0.105,0.514,91.999,215053,3
One Kiss (with Dua Lipa),Calvin Harris,spotify:track:7ef4DlsgrMEH11cDZd32M6,0.7909999999999999,0.862,9,-3.24,0,0.11,0.037000000000000005,2.19e-05,0.0814,0.5920000000000001,123.994,214847,4
Mafiosa (feat. Caroliina),Lartiste,spotify:track:0WxiQqTcK3ZErx2mMWgtm6,0.867,0.7240000000000001,6,-4.266,1,0.0978,0.258,0.0,0.0527,0.757,128.97,193700,4
"Bella ciao (feat. Maitre Gims, Dadju, Vitaa & Slimane)",Naestro,spotify:track:0QK1TL8cE0oqLZ1nltAY3F,0.728,0.665,4,-6.0539999999999985,0,0.0543,0.217,0.0,0.747,0.537,119.064,178627,4
X (feat. Maluma & Ozuna) - Remix,Nicky Jam,spotify:track:6JjPBQfI2Y8nIjnm65X6Pw,0.6629999999999999,0.696,9,-4.957,0,0.103,0.0561,3.77e-05,0.0778,0.738,180.113,235747,4
Smog,Damso,spotify:track:1h1wmYG39fp6ZTgwlJ3Cv3,0.884,0.679,11,-6.051,1,0.0899,0.0205,0.000172,0.115,0.489,146.02100000000004,168093,4
SAD!,XXXTENTACION,spotify:track:3ee8Jmje8o58CHK66QrVC2,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,166606,4
Feu de bois,Damso,spotify:track:4L0Iwsk1s8cbdBcEgdm8K5,0.789,0.633,2,-6.269,1,0.0734,0.256,1.31e-06,0.092,0.262,138.097,183307,4
